IES;DOCENTES PERMANENTES;REFERÊNCIAS 
FAP;BRENTANI, Helena Paula ;ALMEIDA, CESAR C. ., BRENTANI, HELENA P. ., FORLENZA, ORESTES V. ., DINIZ, BRENO S. . Redução dos níveis séricos de ácido fólico em pacientes com a doença de Alzheimer. Revista de Psiquiatria Clínica (São Paulo. Impresso), v. 39, p. 90-93, 2012.
FAP;BRENTANI, Helena Paula ;SILVA, ADERBAL R. T. ., GRINBERG, LEA T. ., FARFEL, JOSE M. ., DINIZ, BRENO S. ., LIMA, LEANDRO A. ., SILVA, PAULO J. S. ., FERRETTI, RENATA E. L. ., ROCHA, RAFAEL M. ., FILHO, WILSON JACOB ., Carraro, Dirce M. ., BRENTANI, HELENA ., GINSBERG, STEPHEN D. . Transcriptional Alterations Related to Neuropathology and Clinical Manifestation of Alzheimer s Disease. Plos One, v. 7, p. e48751, 2012.
FAP;BRENTANI, Helena Paula ;LIMA, L. A. ., RIS, M. ., BARRERA, J. ., BRENTANI, M. M. ., Brentani, Helena . Computing a predictor set influence zone through a multi-laser genetic network to explore the role of estrogen in breast cance. Advances in Breast Cancer Research, v. 1, p. 29-29, 2012.
FAP;BRENTANI, Helena Paula ;Oliveira, K. C. ., Nery, F. G. ., Ferreti, R. E. L. ., Lima, M. C. ., Cappi, C. ., MACHADO-LIMA, A. ., Polichiso, L. ., Carreira, L. L. ., Ávila, C. ., Alho, A. T. D. L. ., BRENTANI, H. P. ., Miguel, E. C. ., Heinsen, H. ., Jacob-Filho, W. ., Pasqualucci, C. A. ., Lafer, B. ., Grinberg, L. T. . Brazilian psychiatric brain bank: a new contribution tool to network studies. Cell and Tissue Banking, v. 13, p. 315-326, 2011.
FAP;BRENTANI, Helena Paula ;Begnami, Maria D. ., Fregnani, José Humberto T G ., Brentani, Helena ., Torres, Cesar ., Costa, Wilson Luiz ., Montagnini, Andre ., Nonogaki, Suely ., Soares, Fernando A . IDENTIFICATION OF PROTEIN EXPRESSION SIGNATURES IN GASTRIC CARCINOMAS USING CLUSTERING ANALYSIS. Journal of Gastroenterology and Hepatology, v. 27, p. 378-384, 2011.
FAP;BRENTANI, Helena Paula ;Carraro, Dirce Maria ., Ferreira, Elisa Napolitano ., Molina, Gustavo de Campos ., Puga, Renato David ., Abrantes, Eduardo Fernandes ., Trapé, Adriana Priscila ., Ekhardt, Bedrich L. .,Nunes, Diana Noronha ., Brentani, Maria Mitzi ., Arap, Wadih ., Pasqualini, Renata ., Brentani, Helena ., Dias-Neto, Emmanuel ., Brentani, Ricardo Renzo . Poly (A)+ Transcriptome Assessment of ERBB2-Induced Alterations in Breast Cell Lines. Plos One, v. 6, p. e21022, 2011.
FAP;BRENTANI, Helena Paula ;Lima, F. A. ., Moreira-Filho, C. A. ., Ramos, P. L. ., BRENTANI, H. ., Lima, L. d. A. ., Arrais, M. ., Bento-de-Souza, L. C. ., Bento-de-Souza, L. ., Duarte, M. I. ., Coutinho, A. ., Carneiro-Sampaio, M. . Decreased AIRE Expression and Global Thymic Hypofunction in Down Syndrome. The Journal of Immunology (1950), v. 187, p. 3422-3430, 2011.
FAP;BRENTANI, Helena Paula ;PAULSEN, B. D. S. ., MACIEL, R. M. ., GALINA, A. ., SILVEIRA, M. S. ., SOUZA, C. S. ., DRUMMOND, H. ., POZZATTO, E. N. ., SILVA JUNIOR, H. ., CHICAYBAM, L. ., MASSUDA, R. ., SETTI-PERDIGAO, P. ., BONAMINO, M. ., ABREU, P. S. B. ., CASTRO, N. G. ., BRENTANI, H. ., REHEN, S. K. . Altered oxygen metabolism associated to neurogenesis of induced pluripotent stem cells derived from a schizophrenic patient. Cell Transplantation, v. XXX, p. XXX-XXX, 2011.
FAP;BRENTANI, Helena Paula ;Bando, Silvia Y. ., Alegro, Maryana C. ., Amaro, Edson ., Silva, Alexandre V. ., Castro, Luiz H. M. ., Wen, Hung-Tzu ., Lima, Leandro de A. ., Brentani, Helena ., Brentani, H ., Moreira-Filho, Carlos Alberto . Hippocampal CA3 Transcriptome Signature Correlates with Initial Precipitating Injury in Refractory Mesial Temporal Lobe Epilepsy. Plos One, v. 6, p. e26268, 2011.
FAP;BRENTANI, Helena Paula ;Maschietto, M ., Trapé, A P ., Piccoli, F S ., Ricca, T I ., Dias, A A M ., Coudry, R A ., Galante, P A ., Torres, C ., Fahhan, L ., Lourenço, S ., Grundy, P E ., de Camargo, B ., de Souza, S ., Neves, E J ., Soares, F A ., Brentani, H ., Carraro, D M . Temporal blastemal cell gene expression analysis in the kidney reveals new Wnt and related signaling pathway genes to be essential for Wilms' tumor onset. CELL DEATH DIS, v. 2, p. e224, 2011.
FAP;BRENTANI, Helena Paula ;Marques, Fernanda ., Sousa, JoÃ o C ., Coppola, Giovanni ., Gao, Fuying ., Puga, Renato ., Brentani, Helena ., Geschwind, Daniel H ., Sousa, Nuno ., Correia-Neves, Margarida ., Palha, Joana A . Transcriptome signature of the adult mouse choroid plexus. Fluids and Barriers of the CNS, v. 8, p. 10, 2011.
FAP;BRENTANI, Helena Paula ;Santos, RosÃ ngela Portilho Costa ., Benvenuti, Ticiana Thomazine ., Honda, Suzana Terumi ., Valle, Paulo Roberto ., Katayama, Maria Lucia Hirata ., Brentani, Helena Paula ., Carraro, Dirce Maria ., Rozenchan, PatrÃ­ ., Brentani, Maria Mitzi ., Lyra, Eduardo Carneiro ., Torres, CÃ sar Henrique ., Salzgeber, Marcia Batista ., Kaiano, Jane Haruko Lima ., GÃ es, JoÃ o Carlos Sampaio ., Folgueira, Maria Aparecida Azevedo Koike . Influence of the interaction between nodal fibroblast and breast cancer cells on gene expression. Tumor Biology, v. 32, p. 145-157, 2011.
FAP;BRENTANI, Helena Paula ;Trape, A. P. ., KATAYAMA, M. L. H. ., ROELA, R. A. ., BRENTANI, H. ., Ravacci, G. R. ., Lima, L. A. ., BRENTANI, M. M. . Gene expression profile in response to doxorubicin-rapamycin combined treatment of HER-2 overexpressing human mammary epithelial cell lines. Molecular Cancer Therapeutics, v. 11, p. 464-474, 2011.
FAP;BRENTANI, Helena Paula ;Brentani, Helena ., Nakano, Eduardo Y ., Martins, Camila B ., Izbicki, Rafael ., Pereira, Carlos Alberto . Disequilibrium Coefficient: A Bayesian Perspective. Statistical Applications in Genetics and Molecular Biology, v. 10, p. art.22, 2011.
FAP;BRENTANI, Helena Paula ;Maschietto, Mariana ., Piccoli, Fabio S. ., Costa, Cecilia M.L. ., Camargo, Luiz P. ., Neves, Jose I. ., Grundy, Paul E. ., Brentani, Helena ., Soares, Fernando A. ., Camargo, Beatriz de .,Carraro, Dirce M. . Gene expression analysis of blastemal component reveals genes associated with relapse mechanism in Wilms tumour. European Journal of Cancer, v. 47, p. 2715-2722, 2011.
FAP;BRENTANI, Helena Paula ;Schlesinger, D ., Grinberg, L T ., Alba, J G ., Naslavsky, M S ., Licinio, L ., Farfel, J M ., Suemoto, C K ., de Lucena Ferretti, R E ., Leite, R E P ., de Andrade, M P ., dos Santos, A C F .,Brentani, H ., Pasqualucci, C A ., Nitrini, R ., Jacob-Filho, W ., Zatz, M . African ancestry protects against Alzheimer's disease-related neuropathology. Molecular Psychiatry, v. 18, p. 79-85, 2011.
FAP;BRENTANI, Helena Paula ;ROZENCHAN, P. B. ., CARRARO, D. M. ., BRENTANI, H. P. ., MOTA, L. D. ., BASTOS, E. P. ., FERREIRA, E. N. E. ., TORRES, C. H. ., KATAYAMA, M. L. H. ., ROELA, R. A. ., LYRA, E. C. .,SOARES, F. A. ., FOLGUEIRA, M. A. A. K. ., GOES, J. C. G. S. ., BRENTANI, M. M. . Reciprocal changes in gene expression profiles of cocultured breast epithelial cells and primary fibroblasts. International Journal of Cancer (Print), v. 125, p. 2767-2777, 2010.
FAP;BRENTANI, Helena Paula ;Sebollela, Adriano ., Freitas-Corrêa, Léo ., Oliveira, Fábio F. ., Mendes, Camila T. ., Wasilewska-Sampaio, Ana Paula ., Camacho-Pereira, Juliana ., Galina, Antonio ., Brentani, Helena .,Passetti, Fabio ., Felice, Fernanda G. ., Dias-Neto, Emmanuel ., Ferreira, Sérgio T. ., BRENTANI, H. . Expression Profile of Rat Hippocampal Neurons Treated with the Neuroprotective Compound 2,4-Dinitrophenol: Up-Regulation of cAMP Signaling Genes. Neurotoxicity Research, v. 18, p. 112-123, 2010.
FAP;BRENTANI, Helena Paula ;Ferreira, Elisa N. ., Maschietto, Mariana ., Silva, Sabrina D. ., Brentani, Helena ., Carraro, Dirce M. ., BRENTANI, H. . Evaluation of Quantitative RT-PCR Using Nonamplified and Amplified RNA. Diagnostic Molecular Pathology (Print), v. 19, p. 45-53, 2010.
FAP;BRENTANI, Helena Paula ;BOCCARDO, E. ., Manzini Baldi, C. V. ., CARVALHO, A. F. ., RABACHINI, T. ., Torres, C. ., BARRETA, L. A. ., Brentani, H. ., VILLA, L. L. ., BRENTANI, H. . Expression of human papillomavirus type 16 E7 oncoprotein alters keratinocytes expression profile in response to tumor necrosis factor- . Carcinogenesis (New York. Print), v. 31, p. 521-531, 2010.
FAP;BRENTANI, Helena Paula ;BARROS FILHO, M. C. ., KATAYAMA, M. L. H. ., BRENTANI. H ., ABREU, A. P. S. ., BARBOSA, E. M. ., OLIVEIRA, C. T. ., GOES, J. C. G. S. ., BRENTANI, M. M. ., FOLGUEIRA, M. A. A. K. . Gene trio signatures as molecular markers to predict response to doxorubicin cyclophosphamide neoadjuvant chemotherapy in breast cancer patients. Brazilian Journal of Medical and Biological Research (Impresso), v. 43, p. 1225-1231, 2010.
FAP;BRENTANI, Helena Paula ;MELLO, B. P. ., ABRANTES, E. F. ., TORRES, C. H. ., FONSECA, R. S. ., CARRARO, D. M. ., BRENTANI, R. R. .,REIS, L. F. L. ., Brentani, Helena . No-match ORESTES explored as tumor markers. Nucleic Acids Research, v. 37, p. 2607-2617, 2009.
FAP;BRENTANI, Helena Paula ;BETTONI, F. ., CAMARGO FILHO, F. ., GROSSO, D. M. ., GALANTE, P. A. F. ., PARMIGIANI, R. B. ., GERALDO, M. V. ., SILVA, F. H. ., OBA-SHINJO, S. M. ., MARIE, S. K. M. ., SOARES, F. A. ., BRENTANI, H. P. ., SIMPSON, A. J. G. ., DE SOUZA, S. J. ., CAMARGO, A. A. . Identification of FAM46D as a novel cancer/testis antigen using EST data and serological analysis. Genomics (San Diego), v. 94, p. 153-160, 2009.
FAP;BRENTANI, Helena Paula ;FOLGUEIRA, M. A. A. K. ., BRENTANI, H. P. ., CARRARO, D. M. ., BARROS FILHO, M. C. ., KATAYAMA, M. L. H. ., ABREU, A. P. S. ., BARBOSA, E. M. ., OLIVEIRA, C. T. ., PATRÃO, D. F. C. ., MOTA, L. D. ., MOURÃO NETO, M. .,CALDEIRA, J. R. F. ., BRENTANI, M. M. . Gene expression profile of residual breast cancer after doxorubicin and cyclophosphamide neoadjuvant chemotherapy. Oncology Reports, v. 22, p. 805-813, 2009.
FAP;BRENTANI, Helena Paula ;CALMON, M. F. ., RODRIGUES, R. V. ., KANETO, C. M. ., MOURA, R. P. ., SILVA, S. D. ., MOTA, L. D. C. .,PINHEIRO, D. G. ., TORRES, C. H. ., CARVALHO, A. F. ., CURY, P. M. ., NUNES, F. D. ., NISHIMOTO, I. N. ., SOARES, F. A. ., SILVA, A. M. ., KOWALSKI, L. P. ., BRENTANI, H. ., ZANELLI, C. ., SILVA, W. A. ., RAHAL, P. ., TAJARA, H. H. .,CARRARO, D. M. ., CAMARGO, A. A. ., VALENTINI, S. R. . Epigenetic silencing of CRABP2 and MX1 in head and neck tumors. Neoplasia (New York, N.Y.), v. 11, p. 1329-1339, 2009.
FAP;BRENTANI, Helena Paula ;RINCONES, J. ., SCARPARI, L. M. ., CARAZZOLLE, M. F. ., MONDENGO, J. M. C. ., FORMIGHIERI, E. F. ., Barau, J. G. ., COSTA, G. G. L. ., CARRARO, D. M. ., Brentani, Helena P. ., VILAS-BOAS, L. A. ., OLIVEIRA, B. V. ., SABHA, M. ., DIAS, R. ., CASCARDO, J. M. ., AZEVEDO, R. A. ., MEINHARDT, L. W. ., PEREIRA, G. A. G. . Differential Gene Expression Between the Biotrophic-Like and Saprotrophic Mycelia of the Witches' Broom Pathogen. Molecular Plant-Microbe Interactions, v. 21, p. 891-908, 2008.
FAP;BRENTANI, Helena Paula ;CASTRO, N. P. ., OSÓRIO, C. A. B. T. ., TORRES, C. H. ., BASTOS, E. P. ., MOURÃO NETO, M. ., SOARES, F. A.., BRENTANI. HP ., CARRARO, D. M. . Evidence that molecular changes in cells occur before morphological alterations during the progression of breast ductal carcinoma. Breast Cancer Research, v. 10, p. R85, 2008.
FAP;BRENTANI, Helena Paula ;SOBRAL, R. A. ., HONDA, S. T. ., KATAYAMA, M. L. H. ., BRENTANI. HP ., BRENTANI, M. M. ., PATRÃO, D. F. C.., FOLGUEIRA, M. A. A. K. . Tumor slices as a model to evaluate doxorubicin in vitro treatment and expression of trios of genes PRSS11, MTSS1, CLPTM1 and PRSS11, MTSS1, SMYD2 in canine mammary gland cancer. Acta Veterinaria Scandinavica, v. 50, p. 27, 2008.
FAP;BRENTANI, Helena Paula ;MASCHIETTO, M. ., DE CAMARGO, B. ., BRENTANI. HP ., GRUNDY, P. ., SREDNI, S. T. ., TORRES, C. H. ., MOTA, L. D. ., CUNHA, I. W. ., PATRÃO, D. F. C. ., COSTA, C. M. L. ., SOARES, F. A. ., BRENTANI, R. R. ., CARRARO, D. M. . Molecular profiling of isolated histological components of wilms tumor implicates a common role for the Wnt signaling pathway in kidney and tumor development. Oncology (Basel), v. 75, p. 81-91, 2008.
FAP;BRENTANI, Helena Paula ;VÊNCIO, R. Z. N. ., VARUZZA, L. ., PEREIRA, C. A. B. ., BRENTANI. HP ., SHMULEVICH, I. . Simcluster: clustering enumeration gene expression data on the simplex space. BMC Bioinformatics, v. 8, p. 246, 2007.
FAP;BRENTANI, Helena Paula ;BARRERA, J. ., CESAR JÚNIOR, R. M. ., HUMES JUNIOR, C. ., MARTINS JÚNIOR, D. C. ., PATRÃO, D. F. C. .,SILVA, P. J. ., BRENTANI. HP . A feature selection approach for identification of signature genes from SAGE data.. BMC Bioinformatics, v. 8, p. 169, 2007.
FAP;BRENTANI, Helena Paula ;ROELA, R. A. ., CARRARO, D. M. ., BRENTANI. HP ., KAIANO, J. ., SIMÃO, D. F. ., GUARNIEIRO, R. ., LOPES, L. F. ., BOROJEVIC, R. ., BRENTANI, M. M. . Gene stage-specific expression in the microenvironment of pediatric myelodysplastic syndromes. Leukemia Research, v. 31, p. 579-589, 2007.
FAP;BRENTANI, Maria Mitzi ;PASINI, Fátima Solange ., MAISTRO, Simone ., Snitcovsky, Igor ., Barbeta, Lílian P. ., Rotea Mangone, Flavia R. ., Lehn, Carlos N. ., WALDER, Fernando ., Carvalho, Marcos B. .,Brentani, M. Mitzi ., Federico, Miriam H. H. . Four-gene expression model predictive of lymph node metastases in oral squamous cell carcinoma. Acta Oncologica (Stockholm), v. 51, p. 77-85, 2012.
FAP;BRENTANI, Maria Mitzi ;Trapé, A. P ., KATAYAMA, M. L. H. ., ROELA, R. A. ., BRENTANI, H. ., RAVACCI, G. R. ., LIMA, L. A. ., Brentani, M. Mitzi . Gene Expression Profile in Response to Doxorubicin-Rapamycin Combined Treatment of HER-2-Overexpressing Human Mammary Epithelial Cell Lines. Molecular Cancer Therapeutics, v. 11, p. 464-474, 2012.
FAP;BRENTANI, Maria Mitzi ;Bernatdi MA ., LOGULLO, Angela Flavia ., PASINI, Fátima Solange ., NONOGAKI, S. ., Blumke C ., SOARES, Fernando Augusto ., Brentani, M. Mitzi . Prognostic significance of CD24 and claudin-7 immunoexpression in ductal invasive breast cancer. Oncology Reports, v. 27, p. 27, 2012.
FAP;BRENTANI, Maria Mitzi ;Conde, Sandro José ., Luvizotto, Renata de Azevedo Melo ., Síbio, Maria Teresa de ., Saraiva, Patrícia Pinto ., BRENTANI, Maria Mitzi ., NOGUEIRA, Célia Regina . Perfil dos hormônios da tireoide em pacientes com câncer de mama em estado de menopausa. Arquivos Brasileiros de Endocrinologia e Metabologia (Impresso), v. 56, p. 238-243, 2012.
FAP;BRENTANI, Maria Mitzi ;Abuazar CS ., FERREIRA, E. N. ., de Toledo Osório, Cintia Aparecida Bueno ., Krepischi AC ., Ricca TI ., Castro NP ., Cunha IW ., MACIEL, M S ., Rosenberg C ., BRENTANI, Maria Mitzi ., Soares FA ., ROCHA, R. M. ., CARRARO, D. M. . Down-regulation of ANAPC13 and CLTCL1: Early Events in the Progression of Preinvasive Ductal Carcinoma of the Breast1,2. Translational Oncology (Online), v. 5, p. 113-123, 2012.
FAP;BRENTANI, Maria Mitzi ;Alves, Claudia Cristina ., Torrinhas, Raquel Susana ., Giorgi, Ricardo ., BRENTANI, Maria Mitzi ., LOGULLO, Angela Flavia ., WAITZBERG, DAN LINETZKY . TGF-ß 1 expression in wound healing is acutely affected by experimental malnutrition and early enteral feeding. International Wound Journal (Print), v. 1, p. no-no, 2012.
FAP;BRENTANI, Maria Mitzi ;LA, L. ., RIS, M. ., BARRERA, J. ., BRENTANI, Maria Mitzi ., BRENTANI, H. . Computing a Predictor Set Influence Zone through a Multi-Layer Genetic Network to Explore the Role of Estrogen in Breast Cancer. Advances in Breast Cancer Research, v. 1, p. 21-29-29, 2012.
FAP;BRENTANI, Maria Mitzi ;CARRARO, Dirce Maria ., Ferreira, Elisa Napolitano ., Molina, Gustavo de Campos ., Puga, Renato David ., Abrantes, Eduardo Fernandes ., Trapé, Adriana Priscila ., Ekhardt, Bedrich L. .,Nunes, Diana Noronha ., BRENTANI, Maria Mitzi ., Arap, Wadih ., Pasqualini, Renata ., BRENTANI, Helena ., Dias-Neto, Emmanuel ., BRENTANI, Ricardo Renzo . Poly (A)+ Transcriptome Assessment of ERBB2-Induced Alterations in Breast Cell Lines. Plos One, v. 6, p. e21022, 2011.
FAP;BRENTANI, Maria Mitzi ;LOGULLO, Angela Flavia ., Stiepcich, Mônica Maria Ágata ., de Toledo Osório, Cintia Aparecida Bueno ., NONOGAKI, Sueli ., PASINI, Fátima Solange ., Rocha, Rafael Malagoli ., SOARES, Fernando Augusto ., Brentani, Maria M ., BRENTANI, Maria Mitzi . Role of Fos-related antigen 1 in the progression and prognosis of ductal breast carcinoma. Histopathology (Oxford. Print), v. 58, p. 617-625, 2011.
FAP;BRENTANI, Maria Mitzi ;Santos, Rosângela Portilho Costa ., Benvenuti, Ticiana Thomazine ., Honda, Suzana Terumi ., Valle, Paulo Roberto ., Katayama, Maria Lucia Hirata ., BRENTANI, Helena Paula .,CARRARO, Dirce Maria ., Rozenchan, Patrícia Bortman ., BRENTANI, Maria Mitzi ., LYRA, Eduardo Carneiro ., Torres, César Henrique ., Salzgeber, Marcia Batista ., Kaiano, Jane Haruko Lima .,GÓES, João Carlos Sampaio ., FOLGUEIRA, Maria Aparecida Azevedo Koike . Influence of the interaction between nodal fibroblast and breast cancer cells on gene expression. Tumor Biology, v. 32, p. 145-157, 2011.
FAP;BRENTANI, Maria Mitzi ;FOLGUEIRA, M. A. A. K. ., SNITCOVISKY, I. M. L. ., Del Valle, PR ., KATAYAMA, M. L. H. ., Brentani, M Mitzi ., Vieira, RAC . Transcriptional profile and response to neoadjuvant chemotherapy in breast cancer. Revista da Associação Médica Brasileira (1992. Impresso), v. 57, p. 347-352, 2011.
FAP;BRENTANI, Maria Mitzi ;Silveira, Sara Martoreli ., Domingues, Maria Aparecida CustÃ dio ., Rogatto, Silvia Regina ., BUTUGAN, Ossamu ., BRENTANI, Maria Mitzi . Tumor microenvironmental genomic alterations in juvenile nasopharyngeal angiofibroma. Head & Neck (Print), v. n/a, p. n/a-n/a, 2011.
FAP;BRENTANI, Maria Mitzi ;da Costa, Simone V. ., Roela, Rosimeire A. ., Junqueira, Mara Souza ., Arantes, Camila ., Brentani, M. Mitzi ., BRENTANI, Maria Mitzi . The role of p38 mitogen-activated protein kinase in serum-induced leukemia inhibitory factor secretion by bone marrow stromal cells from pediatric myelodysplastic syndromes. Leukemia Research, v. 34, p. 507-512, 2010.
FAP;BRENTANI, Maria Mitzi ;Mangone, Flavia RR ., WALDER, Fernando ., MAISTRO, Simone ., Pasini, Fátima S ., LEHN, Carlos N ., CARVALHO, Marcos B ., Brentani, M Mitzi ., Snitcovsky, Igor ., Federico, Miriam HH . Smad2 and Smad6 as predictors of overall survival in oral squamous cell carcinoma patients. Molecular Cancer, v. 9, p. 106, 2010.
FAP;BRENTANI, Maria Mitzi ;MILANI, C. ., Welsh, J. ., Katayama, M.L.H. ., Lyra, E.C. ., Maciel, M.S. ., Brentani, M.M. ., Folgueira, M.A.A.K. ., BRENTANI, Maria Mitzi . Human breast tumor slices: A model for identification of vitamin D regulated genes in the tumor microenvironment?. Journal of Steroid Biochemistry and Molecular Biology, v. 121, p. 151-155, 2010.
FAP;BRENTANI, Maria Mitzi ;de Jesus, R. Passos ., De Nardi, L. ., RÓS, Nancy da ., SALAORNI, Sibeli ., NAGAI, Maria Aparecida ., BRENTANI, Maria Mitzi ., WAITZBERG, D. L. . Amino acids change liver growth factors gene expression in malnourished rats. Nutrición Hospitalaria, v. 25, p. 382-387, 2010.
FAP;BRENTANI, Maria Mitzi ;Alves, Claudia Cristina ., Torrinhas, Raquel Susana ., Giorgi, Ricardo ., BRENTANI, Maria Mitzi ., LOGULLO, Angela Flavia ., Arias, Victor ., Mauad, Thaís ., da Silva, Luiz Fernando Ferraz ., Waitzberg, Dan L. . Short-term specialized enteral diet fails to attenuate malnutrition impairment of experimental open wound acute healing. Nutrition (Burbank, Los Angeles County, Calif.), v. 26, p. 873-879, 2010.
FAP;BRENTANI, Maria Mitzi ;BARROS FILHO, M. C. ., KATAYAMA, M. L. H. ., BRENTANI, H. ., ABREU, A. P. S. DE ., BARBOSA, E. M. ., OLIVEIRA, C. T. ., GÓES, João Carlos Guedes Sampaio ., BRENTANI, Maria Mitzi .,FOLGUEIRA, M. A. A. K. . Gene trio signatures as molecular markers to predict response to doxorubicin cyclophosphamide neoadjuvant chemotherapy in breast cancer patients. Brazilian Journal of Medical and Biological Research (Impresso), v. 43, p. 1225-1231, 2010.
FAP;BRENTANI, Maria Mitzi ;BRENTANI, Maria Mitzi ., NONOGAKI, S. ., Campos, HGA ., BUTUGAN, Ossamu ., SOARES, Fernando Augusto ., MANGONE, F. R. R. ., TORLONI, Humberto . Markers of vascular differentiation, proliferation and tissue remodeling in juvenile nasopharyngeal angiofibromas. Experimental and Therapeutic Medicine, p. 921-926, 2010.
FAP;BRENTANI, Ricardo Renzo ;CAMPOS, ANTONIO HUGO JOSE FROES MARQUES ., SILVA, ANDRE ABREU ., MOTA, LOUISE DANIELLE DE CARVALHO ., OLIVIERI, ELOISA RIBEIRO ., PRESCINOTI, VERA CRISTINA ., PATRÃO, DIOGO ., CAMARGO, LUIZ PAULO ., BRENTANI, Helena ., CARRARO, DIRCE MARIA ., BRENTANI, RICARDO RENZO ., SOARES, FERNANDO AUGUSTO . The Value of a Tumor Bank in the Development of Cancer Research in Brazil: 13 Years of Experience at the A C Camargo Hospital. Biopreservation and Biobanking, v. 10, p. 168-173, 2012.
FAP;BRENTANI, Ricardo Renzo ;COOKE, V. G. ., LEBLEU S, V. ., BRENTANI, R. R. . Pericyte depletion results in hypoxia-associated epithelial-to-mesenchymal transition and metastasis mediated by met signaling pathway. Cancer Cell, v. 21, p. 66-81, 2012.
FAP;BRENTANI, Ricardo Renzo ;KREPISCHI, ANA C V ., ACHATZ, MARIA ISABEL W ., SANTOS, ERIKA M M ., COSTA, SILVIA S ., LISBOA, BIANCA C G ., BRENTANI, Helena ., SANTOS, TIAGO M ., GONCALVES, AMANDA ., NOBREGA, AMANDA F ., PEARSON, PETER L ., VIANNA-MORGANTE, ANGELA M ., CARRARO, Dirce M ., BRENTANI, RICARDO R ., ROSENBERG, CARLA . Germline DNA copy number variation in familial and early-onset breast cancer. Breast Cancer Research (Print), v. 14, p. R24, 2012.
FAP;BRENTANI, Ricardo Renzo ;CARRARO, D. M. ., FERREIRA, E. N. ., MOLINA, G. C. ., PUGA, R. D. ., ABRANTES, E. F. ., TRAPE, A. P. ., EKHARDT, B. L. ., NUNES, D. N. ., BRENTANI, M. M. ., ARAP, W. ., PASQUALINI, R. R. ., BRENTANI, H P ., DIAS NETO, E. ., BRENTANI, R. R. . Poly (A)+ transcriptome assessment of ERBB2-induced alterations in breast cell lines. Plos One, v. 6, p. e21022, 2011.
FAP;BRENTANI, Ricardo Renzo ;O'CONNELL, J. T. ., SUGIMOTO, H. ., COOKE, V. G. ., MACDONALD, B. A. ., MEHTA, A. I. ., LEBLEU, V. S. ., DEWAR, R. ., ROCHA, R. M. ., BRENTANI, R. R. ., RESNICK, M. B. ., NEILSON, E. G. ., ZEISBERG, M. ., KALLURI, R. . VEGF-A and Tenascin-C produced by S100A4+ stromal cells are important for metastatic colonization. Proceedings of the National Academy of Sciences of the United States of America, v. 108, p. 16002-106007, 2011.
FAP;BRENTANI, Ricardo Renzo ;GARRITANO, S. ., GEMIGNANI, F. ., PALMERO, E. I. ., OLIVIER, M. ., MARTEL-PLANCHE, G. ., CALVEZ-KELM, F. L. ., BRUGIERES, L. ., VARGAS, F. R. ., BRENTANI, R. R. ., ASHTON-PROLLA, P. ., LANDI, S. ., TAVTIGIAN, S. V. ., HAINAUT, P. ., ACHATZ, M. I. . Detailed haplotype analysis at the TP53 locus in p.R337H mutation carriers in the population of Southern Brazil: evidence for a founder effect.. Human Mutation, v. 31, p. 143-150, 2010.
FAP;BRENTANI, Ricardo Renzo ;MELLLO, B. ., ARANTES, E. ., TORRES, C. ., MACHADO-LIMA, A. ., FONSECA, R. ., CARRARO, Dirce M .,BRENTANI, R. R. ., BRENTANI, Helena . No-match ORESTES explored as tumor markers. Nucleic Acids Research, v. 37, p. 2607-2617, 2009.
FAP;BRENTANI, Ricardo Renzo ;MINTZ, P. J. ., CARDÓ-VILLA, M. ., OZAWA, M. G. ., HAJITOU, A. ., RANGEL, R. ., GUZMAN-ROJAS, L. ., CHRISTIANSON, D. R. ., ARAP, M. A. ., GIORDANO, R. J. ., SOUZA, G. R. ., EASLEY, J. ., SALAMEH, A. ., OLIVIERO, S. .,BRENTANI, R. R. ., KOIVUNEN, E. ., ARAP, W. ., PASQUALINI, R. R. . An unrecognized extracellular function for an intracellular adapter protein released from the cytoplasm into the tumor microenvironment. PNAS. Proceedings of the National Academy of Sciences of the United States of America, v. 106, p. 2182-2187, 2009.
FAP;BRENTANI, Ricardo Renzo ;MARCEL, V. ., PALMERO, E. I. ., FALAGAN-LOTSCH, P. ., MARTEL-PLANCHE, G. ., ASHTON-PROLLA, P. ., OLIVIER, M. ., BRENTANI, R. R. ., HAINAUT, P. ., ACHATZ, M. I. . TP53PIN3 and MDM2 SNP309 polymorphisms as genetic modifiers in the Li-Fraumeni syndrome: impact on age at first diagnosis. Journal of Medical Genetics (Print), v. 46, p. 766-772, 2009.
FAP;BRENTANI, Ricardo Renzo ;LINDEN, R. ., MARTINS, V. ., PRADO, M A ., CAMMAROTA, M. ., IZQUIERDO, I. ., BRENTANI, R. R. . Physiology of the prion protein. Physiological Reviews, v. 88, p. 673-728, 2008.
FAP;BRENTANI, Ricardo Renzo ;MASCHIETTO, M. ., CAMARGO, B. ., BRENTANI, H P ., GRUNDY, P. ., SREDNI, S. T. ., TORRES, C. ., MOTA, L. D. .,CUNHA, I. .W ., PATRÃO, D. F. ., COSTA, C. M. L. ., SOARES, F. A. ., BRENTANI, R. R. ., CARRARO, D. M. . Molecular profiling of isolated histological components of Wilms tumor implicates a common role for the Wnt signaling pathway in kidney and tumor development. Oncology (Basel), v. 75, p. 81-91, 2008.
